,ko00540,ko02010,ko00290,ko04122,ko00630,ko04540,ko00521,ko05204,ko03020,ko00362,ko04626,ko00620,ko04011,ko00250,ko04112,ko00260,ko03030,ko00330,ko00520,ko00440,ko04146,ko00030,ko02040,ko00564,ko00740,ko00340,ko00590,ko05134,ko00790,ko03430,ko00910,ko00770,ko00300,ko00860,ko05110,ko03420,ko00310,ko03018,ko00680,ko00311,ko04066,ko00670,ko00240,ko05111,ko02030,ko04070,ko00480,ko00071,ko03440,ko00020,ko00052,ko00627,ko03410,ko00550,ko02060,ko04974,ko00780,ko05142,ko00960,ko01053,ko00750,ko00660,ko00281,ko00791,ko04510,ko00908,ko00561,ko00040,ko05150,ko00760,ko00940,ko00500,ko00450,ko04142,ko01040,ko00785,ko00511,ko00930,ko00360,ko00361,ko00633,ko04010,ko00920,ko03060,ko00430,ko04113,ko05340,ko05143,ko00941,ko00363,ko00983,ko00625,ko00640,ko00062,ko03013,ko00562,ko00720,ko00945,ko04740,ko00140,ko00380,ko04514,ko04151,ko05203,ko04330,ko00591,ko00460,ko04310,ko04144,ko05200,ko05030,ko00510,ko00120,ko05100,ko04080,ko05010,ko04910,ko05219,ko04141,ko03040,ko00600,ko04111,ko05014,ko04110,ko04520,ko04976,ko04630,ko00621,ko05132,ko04210,ko03050,ko00830,ko00053,ko00565,ko00906,ko05032,ko00563,ko04145,ko04940,ko00100,ko04020,ko04270,ko00710,ko04810,ko05012,ko04710,ko00514,ko05146,ko04114,ko03015,ko05152,ko04120,ko00195,ko05322,ko04340,ko00513,ko05202,ko05133,ko04012,ko05016,ko04140,ko03008,ko04512,ko05034,ko00232,ko04621,ko04530,ko00531,ko05310,ko04150,ko04260,ko04115,ko00624,ko03022,ko05166,ko04130,ko03450,ko04970,ko04360,ko04972,ko03320,ko05130,ko05144,ko04350,ko04380,ko04064,ko00622,ko05131,ko00312,ko04612,ko00592,ko04062,ko05410,ko05412,ko04013,ko00253,ko00532,ko04610,ko00601,ko00534,ko05161,ko04623,ko04666,ko04744,ko04973,ko05168,ko04672,ko00909,ko04060,ko04742,ko00512,ko04723,ko04075,ko00901,ko00643,ko00364,ko00984,ko04962,ko05160,ko05164,ko05222,ko05020,ko04622,ko00522,ko04975,ko04971,ko00603,ko00904,ko04650,ko00980,ko05215,ko04670,ko04722,ko04950,ko04320,ko04930,ko00533,ko04964,ko04712,ko04614,ko02020,ko00280,ko00970,ko00230,ko03070,ko00650,ko00051,ko00190,ko00400,ko00730,ko00010,ko00061,ko03010,ko00270,ko00130,ko05120,ko00900,ko00350,ko04640,ko04966,ko00903,ko01057,ko00351,ko00523,ko01056,ko05323,ko04912,ko00196,ko04711,ko05211,ko04370,ko05416,ko05145,ko04960,ko05220,ko00604,ko04745,ko05169,ko05320
TBS277,48,546,96,42,10,4,32,0,154,4,22,148,0,258,166,293,184,72,140,4,50,150,0,72,30,94,8,14,74,44,24,106,94,100,0,138,42,198,42,2,72,74,141,14,6,30,32,2,186,16,114,4,54,152,142,4,16,0,0,14,16,0,2,0,0,14,54,30,10,52,14,50,4,14,4,12,34,0,6,0,8,6,2,8,0,6,2,0,0,0,0,0,2,0,10,2,26,2,0,0,0,0,22,20,0,0,0,2,6,10,0,2,0,0,0,6,0,0,0,6,0,0,2,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,188,48,502,360,142,8,80,138,114,44,124,66,312,546,42,12,114,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS349,217,4334,640,284,52,2,278,0,866,20,126,842,352,1382,935,1321,1384,474,785,30,184,1808,4,472,76,244,18,24,370,1465,109,332,796,631,0,588,84,998,84,44,410,389,992,62,118,210,228,0,853,154,1088,28,494,1036,1352,8,68,0,0,50,154,0,0,6,0,66,397,182,408,464,96,709,110,222,16,48,242,0,20,0,2,0,2,58,2,2,6,0,0,0,0,0,4,0,162,0,166,2,0,0,0,0,12,88,0,0,0,0,0,24,0,28,0,14,0,2,18,0,8,6,0,0,2,0,0,0,0,0,8,2,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,232,3626,2300,1088,104,366,728,950,392,638,458,2181,1350,114,88,495,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS365,8906,133855,12715,5794,7064,4,6666,3030,7938,2164,938,15632,710,24382,8580,26959,9514,28236,9479,2138,5514,16251,12734,10258,2338,8168,3426,732,2592,4232,4272,4250,7293,7630,0,5150,8250,11286,2740,0,1870,3292,7014,1920,14248,1494,5910,2942,9024,4218,12384,0,4634,14034,19922,0,3712,1744,396,4520,3154,4,2,378,2,468,7366,11960,0,8804,2750,10480,1022,2657,904,570,0,0,9144,968,396,0,5194,704,476,0,376,0,0,4,100,0,212,0,828,6052,334,8,0,132,3634,0,982,1170,0,0,0,2,0,778,0,1,8,26,4,6,0,692,8,12,0,0,6,2,0,0,0,574,0,0,0,4,456,0,0,576,0,2,4,0,0,0,390,0,2,0,0,428,0,0,104,6,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68172,8466,22875,27488,14298,1462,5903,12779,7564,3650,18288,8265,10026,16928,9332,1194,3980,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS385,40,324,47,40,14,0,6,8,68,0,6,63,1,110,102,136,112,45,65,0,24,46,0,19,27,24,0,3,27,26,29,11,44,50,0,43,24,69,15,1,16,17,98,12,10,6,37,2,89,12,43,4,37,68,44,0,15,0,0,7,10,0,1,0,4,8,23,15,13,27,6,44,8,3,1,11,5,0,1,0,2,0,0,8,0,1,1,0,0,0,0,0,0,0,5,1,3,1,0,0,4,0,7,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,6,0,1,0,0,0,0,12,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,18,229,140,67,7,26,58,53,12,47,29,127,217,27,6,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS387,30364,408833,33935,17850,28536,0,12310,7948,25468,14024,3460,44418,2022,72172,24640,83328,28580,75231,38810,6564,15086,52383,35770,34020,7506,24210,8370,3474,9430,10138,21954,12274,24614,29246,0,14462,17004,34886,8652,70,8856,10686,22244,6100,45932,4994,16427,9304,28886,15514,26906,30,14218,45352,59396,0,11350,5330,1378,28972,12144,0,94,1372,0,1318,22414,35900,59,29708,5100,31032,3716,6864,2686,2256,20,2,24574,2764,1364,0,14278,2274,1306,18,1336,12,4,0,12,4,6872,0,2578,11112,1314,560,0,2744,4924,0,2858,3712,14,0,0,0,108,2610,8,16,0,0,2,46,0,1956,18,32,0,8,4,16,0,0,0,1434,0,0,14,0,8204,0,0,1860,10,8,0,12,4,0,1404,6,12,0,0,0,0,8,240,12,0,6,4,4,6,0,2,2,10,10,0,0,0,0,2,0,0,4,0,4,0,2,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214130,29676,71108,77658,54862,5114,16770,46946,24253,11781,50424,22024,38910,48458,31290,3636,12398,23174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
TBS396,741,3940,363,449,215,0,39,61,624,3,98,761,25,848,582,1201,1053,317,502,24,249,599,6,237,240,297,8,2,324,373,640,232,469,290,0,339,338,977,301,1,110,208,531,140,212,107,427,1,906,180,245,3,321,706,284,0,230,0,1,2,105,0,4,0,0,31,187,184,6,387,5,415,88,14,73,22,14,0,8,0,0,0,21,54,0,1,0,0,0,0,0,0,0,0,69,0,34,0,0,0,58,1,129,95,0,0,0,0,0,90,0,1,0,1,0,0,0,0,0,10,0,0,3,1,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,67,1905,1355,662,3,291,414,599,194,734,287,885,757,333,126,383,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS425,654,6949,682,444,868,2,294,290,880,456,78,1114,56,1692,806,2676,904,2368,418,142,606,698,768,680,184,846,234,48,224,192,946,486,860,1410,88,380,350,906,166,246,384,202,457,184,2016,122,312,212,870,390,31,190,386,645,380,0,210,34,84,642,248,2,666,102,0,14,361,192,60,476,32,302,68,4,118,19,0,42,500,116,94,0,346,42,98,0,44,12,30,22,44,12,162,0,72,144,50,92,0,62,48,0,114,96,0,12,58,0,0,120,44,10,0,0,0,0,0,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,1852,1892,1716,4750,240,690,1247,679,236,868,692,858,1378,522,152,314,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS435,158,1004,134,134,60,0,18,18,162,4,30,166,2,192,238,378,217,112,155,8,94,130,4,130,60,74,0,0,52,68,134,32,98,82,0,132,62,270,116,0,36,44,136,70,46,22,98,0,270,32,42,0,108,194,80,0,46,0,0,2,38,0,0,0,6,20,115,88,14,78,0,134,24,9,24,0,0,0,0,4,0,0,4,24,0,0,2,0,0,0,0,0,0,0,12,2,10,0,0,0,16,0,18,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,2,0,0,4,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,36,460,336,228,6,79,122,121,68,204,56,275,368,78,30,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS442,4,998,232,113,15,0,83,0,213,6,15,180,3,351,226,405,386,164,178,12,41,132,0,117,39,133,8,17,118,99,59,69,229,96,0,200,31,330,27,0,112,101,220,11,27,38,88,0,243,62,179,15,91,348,336,0,21,6,0,24,30,0,0,1,1,16,82,45,86,95,20,228,33,33,1,4,22,0,8,0,0,0,0,17,0,1,15,0,0,0,0,0,1,0,30,0,58,3,2,0,0,0,15,17,0,0,0,0,1,12,0,9,0,5,0,1,3,0,12,10,1,0,1,0,0,0,0,0,2,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,72,882,501,304,30,107,177,193,85,265,87,448,457,42,39,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS461,64,280,66,18,18,6,32,6,124,0,16,124,2,157,98,164,160,70,42,8,42,82,0,24,18,66,6,14,20,28,38,32,100,74,0,68,16,74,42,1,22,50,132,4,6,10,38,0,84,54,6,0,44,78,14,2,24,0,0,0,26,0,6,0,4,4,28,0,6,28,0,44,4,4,0,2,0,0,0,0,4,0,20,2,0,0,4,0,0,0,0,0,2,0,14,0,12,0,0,0,2,2,4,2,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,12,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,18,308,176,118,12,6,197,74,28,92,32,144,470,32,16,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS466,92,499,112,42,6,0,40,0,116,6,34,122,0,288,192,180,217,94,72,14,20,85,0,58,28,104,0,26,24,56,24,24,98,204,0,130,6,136,42,0,36,26,106,2,6,26,48,0,125,70,42,0,68,146,32,0,24,0,0,0,4,2,4,0,12,4,30,24,7,75,4,70,16,4,4,0,4,0,4,0,8,0,16,6,0,4,0,0,0,0,0,0,2,0,12,2,38,2,0,0,2,8,12,4,0,0,0,0,0,4,0,8,2,0,0,4,6,0,0,14,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,8,2,0,0,4,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,26,454,274,158,30,24,130,121,52,114,48,279,448,60,20,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS467,6,12251,336,674,62,4,662,12,1826,56,174,2638,82,3074,1640,2758,2958,1858,2052,162,264,2798,2,1068,706,698,0,38,608,1185,112,620,740,258,0,1462,12,1742,274,126,566,662,1671,106,280,280,916,2,1764,30,1642,94,726,3480,4852,0,244,0,128,90,176,0,2,0,2,78,1190,1106,994,1276,26,1598,296,598,14,286,110,0,178,2,0,0,10,238,0,28,122,0,0,0,0,0,2,0,382,12,316,60,2,10,8,2,6,216,0,0,0,0,24,16,0,18,2,6,0,26,6,0,34,54,4,10,2,32,0,0,4,0,0,174,20,0,166,0,0,0,0,8,10,4,2,0,0,0,0,0,2,0,0,16,30,22,0,4,4,4,4,0,4,0,0,6,0,0,4,0,4,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,474,6021,5006,1998,220,868,1253,1036,816,1840,1087,3855,2758,178,182,1159,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS468,628,7840,759,402,754,0,374,250,1202,396,146,1176,48,2645,932,2857,1521,2028,732,76,882,942,720,666,306,950,170,170,278,216,778,376,950,1544,78,786,488,1356,206,168,488,356,729,112,1582,120,464,144,1016,658,344,148,566,929,408,18,248,142,36,374,278,6,546,52,10,54,593,346,106,726,112,712,116,90,130,72,60,46,521,160,50,8,354,114,58,30,74,6,26,8,40,8,294,0,98,224,130,64,0,64,52,0,184,114,0,40,54,0,36,148,36,38,16,4,4,10,4,14,34,48,14,14,4,8,0,0,0,6,6,2,40,0,22,0,20,8,0,28,4,6,0,0,14,8,40,0,0,8,0,6,2,12,8,0,0,0,8,0,8,2,0,0,0,0,2,2,4,0,0,2,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438,2251,3274,2495,2981,220,672,1961,764,441,1490,670,1649,1386,500,148,458,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS469,328,1899,218,190,82,2,10,30,248,2,34,310,14,446,360,458,604,168,297,38,138,278,0,146,102,114,0,4,112,178,186,134,182,142,2,274,120,470,134,0,56,128,182,60,78,72,180,0,515,134,74,0,154,339,102,2,116,0,0,0,36,0,0,0,0,18,130,60,2,118,12,184,24,8,26,0,0,0,0,0,4,0,0,36,0,2,0,0,0,0,0,0,4,0,20,0,26,2,0,0,0,0,74,28,2,0,0,0,0,32,0,2,0,0,2,0,0,2,0,12,0,0,2,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,18,857,788,306,8,150,178,250,124,292,122,322,536,122,58,188,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS479,6,264,40,18,28,4,2,0,46,0,4,88,0,104,172,102,88,66,39,4,16,60,4,26,10,26,4,6,16,20,8,18,24,42,0,34,14,86,14,4,32,11,34,0,8,18,16,0,29,24,48,8,28,56,76,0,10,2,0,4,18,0,0,0,0,0,62,4,54,30,0,48,12,8,0,4,8,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,2,8,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,4,4,4,0,2,0,18,0,0,4,0,2,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,24,182,132,64,0,34,68,24,20,54,26,120,432,22,14,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS480,236,3378,314,246,193,0,68,35,295,144,20,684,6,646,252,785,436,699,349,21,67,437,0,310,87,197,60,16,91,103,345,148,299,531,0,176,108,264,144,4,115,125,236,40,89,72,153,55,302,125,364,52,149,459,713,0,74,42,0,101,99,4,1,14,0,11,267,475,37,209,70,549,49,48,30,22,25,0,266,46,55,0,92,18,4,0,14,0,0,0,15,0,35,0,43,109,34,3,0,1,40,0,23,52,0,0,0,0,1,12,0,4,0,4,0,0,0,9,0,5,0,2,3,6,0,0,0,0,0,2,0,1,101,0,2,0,0,1,0,0,0,0,2,0,1,0,0,7,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,223,901,780,597,29,304,334,340,179,516,163,359,717,264,66,143,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS488,6270,39860,4138,4544,2358,0,548,700,5432,6,946,7174,228,8502,5684,12086,10006,4748,5826,224,2830,5746,20,4968,2294,568,22,34,2410,3020,4940,1980,3676,2264,0,3984,2284,9204,2932,6,986,1922,4782,1708,2138,1012,3606,2,8996,1308,2252,4,2782,7222,2680,12,2570,2,0,18,818,2,34,4,0,340,2602,4160,52,3029,24,3364,646,58,856,256,68,0,6,0,4,0,4,880,0,0,20,0,0,0,0,2,4,0,574,10,376,0,0,0,480,0,1118,824,0,0,0,0,2,706,0,0,0,8,0,4,6,0,0,12,2,0,0,2,4,0,0,0,1068,4,2,0,252,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14832,756,17604,13218,6540,22,3006,3258,5662,2240,6748,2754,8660,5662,3526,1228,3650,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS516,3228,23563,5041,2484,734,0,1727,314,6528,190,1184,6932,122,11209,5340,10773,8601,3532,4233,223,2430,4923,23,2917,1489,2613,326,1024,2473,1906,2563,1944,4776,4371,20,5049,1643,8420,1713,44,2021,1874,5035,473,428,928,2498,27,5715,2705,2712,66,2735,5721,3366,26,972,206,0,544,697,13,122,18,53,381,1798,992,387,2929,150,2937,553,531,237,349,294,0,185,0,118,0,646,568,0,78,71,0,0,0,0,1,333,0,549,24,1296,144,0,2,176,5,506,768,0,0,0,2,2,688,0,80,0,65,3,25,37,31,4,2,8,0,10,4,0,0,1,0,147,31,113,1,95,1,0,0,3,3,5,0,0,2,2,2,1,0,0,10,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9140,1326,21129,12263,6949,504,1958,8064,5451,2483,6184,3213,13156,7357,2445,650,3814,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
TBS524,98,628,103,64,38,4,8,10,94,0,24,112,6,200,152,236,238,70,92,0,52,105,4,104,14,78,0,0,28,74,76,42,80,44,0,60,42,232,26,0,10,36,72,14,80,20,86,2,170,12,44,2,58,120,80,0,36,2,0,0,26,0,0,0,2,6,56,24,7,44,2,92,16,4,8,6,0,0,2,0,0,0,0,18,0,14,0,0,0,0,0,0,0,0,24,0,12,0,0,0,0,0,22,20,0,0,0,2,2,22,0,26,0,0,4,4,0,0,6,18,0,12,0,10,4,0,0,0,22,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,212,4,368,298,132,4,66,76,105,67,122,60,158,328,100,22,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS556,192,765,270,36,58,0,48,66,275,22,16,310,12,826,590,523,403,340,128,10,114,168,228,76,136,136,94,40,50,92,52,62,300,260,0,262,136,412,72,2,84,136,184,0,274,36,158,34,218,70,32,2,158,267,56,20,12,32,2,90,20,0,78,0,0,40,72,62,14,252,6,42,36,4,0,28,14,0,157,30,4,0,2,36,0,2,6,0,0,0,0,0,2,0,0,8,26,0,0,2,10,0,42,40,0,0,0,0,0,48,0,10,26,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,791,861,566,743,74,56,620,202,111,219,240,536,388,183,4,178,56,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS559,26,121,36,19,5,0,13,4,47,0,6,56,2,93,80,68,50,28,30,3,20,43,0,18,9,24,4,9,20,14,13,24,29,47,0,31,10,49,7,0,24,18,29,5,4,12,8,0,35,10,8,0,11,33,16,0,2,6,0,6,4,0,2,1,0,2,13,2,2,27,2,33,2,1,4,1,2,0,3,0,0,0,7,1,0,0,2,0,0,0,1,0,5,0,3,1,9,0,0,0,0,1,4,2,0,0,0,0,1,4,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,155,88,82,4,15,68,39,16,36,31,81,185,17,5,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
